isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	_isolate_name	notes
1029043	202421266	918	1	Przondovirus VAC71	E	Klebsiella phage vB_KpnP-VAC71	NULL	NULL	MZ571832	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_KpnP-VAC71	NULL
1029044	202420247	15830	1	Alphafilamentovirus leboulardi	E	Leptopilina boulardi filamentous virus	LbFV	NULL	KY009685	NULL	Complete genome	dsDNA	invertebrates	NULL	NULL	created	created	NULL	2024.007D.Filamentoviridae_1nf_2ngen_3nsp.zip	Leptopilina boulardi filamentous virus	NULL
1029045	202420410	6154	1	Gyrovirus anas1	E	gyrovirus 9	NULL	VC1	MT318123	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	gyrovirus 9	NULL
1029046	202421243	830	1	Przondovirus IME264	E	Klebsiella phage IME264	NULL	NULL	OL799328	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage IME264	NULL
1029047	202420224	388	1	Cepavirus PAS7	E	Escherichia phage vB_EcoP_PAS7	PAS7	NULL	OQ921331	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.006B.Cepavirus_Suseptimavirus_Uetakevirus_1ng_3ns.zip	Escherichia phage vB_EcoP_PAS7	NULL
1029048	202420433	6277	1	Zayintorquevirus felid12	E	torque teno felis virus CLB10_LB135	NULL	NULL	MT538011	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	torque teno felis virus CLB10_LB135	NULL
1029049	202420765	2753	1	Cafassovirus obladi	E	Gordonia phage ObLaDi	NULL	NULL	OP297535	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.019B.Kruegerviridae_1nf_1ng_1mg_4ns.zip	Gordonia phage ObLaDi	NULL
1029050	202420888	422	1	Drulisvirus KMI6	E	Klebsiella phage KMI6	NULL	NULL	MN101220	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage KMI6	NULL
1029051	202421429	704	1	Kayfunavirus 101118UKE1	E	Escherichia phage vB_EcoP-101118UKE1	NULL	NULL	MZ234021	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage vB_EcoP-101118UKE1	NULL
1029052	202420124	8349	1	Aprofuvirus guaymasense	E	Archaeoglobus profundus pleomorphic virus 1	ApPV1	NULL	BK065154	NULL	Complete genome	dsDNA	archaea	NULL	NULL	created	created	NULL	2024.004A.Thalassapleoviridae_newphylum_v1.zip	Archaeoglobus profundus pleomorphic virus 1	NULL
1029053	202420290	6566	1	Aquambidensovirus asteroid20	E	uncultured densovirus clone PoaDV8	UncPoaDV8	NULL	MT733044	NULL	Coding-complete genome	ssDNA(+/-)	invertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	uncultured densovirus clone PoaDV8	NULL
1029054	202420367	2080	1	Fletchervirus F372	E	Campylobacter phage F372	NULL	NULL	MT863729	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.009B.Connertonviridae_1nf_2mg_12ns.zip	Campylobacter phage F372	NULL
1029055	202420788	5278	1	Malkevirus ARI02853	E	Streptococcus phage phiARI0285-3	NULL	NULL	KT337347	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.021B.Malkevirus_1ng_5ns.zip	Streptococcus phage phiARI0285-3	NULL
1029056	202420416	6204	1	Pitorquevirus ursid21	E	grizzly bear anellovirus 2	NULL	Gbear3_520	OP629191	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	grizzly bear anellovirus 2	NULL
1029057	202420908	426	1	Drulisvirus KPPK1081	E	Klebsiella phage KPPK108.1	NULL	NULL	OK583892	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage KPPK108.1	NULL
1029058	202421080	177	1	Pradovirus F5	E	Xanthomonas phage F5	NULL	NULL	OP583591	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Xanthomonas phage F5	NULL
1029059	202420267	6598	1	Protoambidensovirus incertum3	E	Ambidensovirus sp.	AmbiDVsp	NGR_2017_NHP_ADV	MN784124	NULL	Coding-complete genome	ssDNA(+/-)	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	Ambidensovirus sp.	NULL
1029060	202420390	6225	1	Qoptorquevirus delphin15	E	torque teno Delphinidae virus 55	NULL	USW36_C1	PP790272	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	torque teno Delphinidae virus 55	NULL
1029061	202420931	438	1	Drulisvirus KXP	E	Klebsiella phage KXP	NULL	NULL	ON755175	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage KXP	NULL
1029062	202419955	12733	1	Alphapaprhavirus orgi	E	Orgi virus	ORGIV	SP1	KX852386	NULL	Coding-complete genome	ssRNA(-)	invertebrates (S)	NULL	NULL	created	created	NULL	2024.001M.Alpharhabdovirinae_1ng_11nsp.zip	Orgi virus	NULL
1029063	202420204	1900	1	Percivalvirus floof	E	Microbacterium phage Floof	NULL	NULL	MH271298	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.005B.Casidaviridae_1nf_9ng_23ns.zip	Microbacterium phage Floof	NULL
1029064	202420453	3886	1	Lambovirus zany	E	Gordonia phage Zany	NULL	NULL	OL455887	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.010B.Dovevirinae_1nsf_1ng_12ns.zip	Gordonia phage Zany	NULL
1029065	202420702	13108	1	Betacytorhabdovirus panici	E	Panicum betacytorhabdovirus 1	PanBCRV1	NULL	BK064328	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Panicum betacytorhabdovirus 1	NULL
1029066	202420951	445	1	Drulisvirus P1010	E	Klebsiella phage P1010	NULL	NULL	ON132389	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage P1010	NULL
1029067	202421200	1097	1	Morelosvirus RHphI20	E	Rhizobium phage RHph_I20	NULL	NULL	MN988539	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Rhizobium phage RHph_I20	NULL
1029068	202420061	1772	1	Felixounavirus IME338	E	Enterobacteria phage vB_EcoM_IME338	NULL	NULL	MH051914	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Enterobacteria phage vB_EcoM_IME338	NULL
1029069	202420098	6302	1	Alphapolyomavirus epserotini	E	Eptesicus serotinus polyomavirus 1	EpserPyV-1	HUN_2013/44	OK428546	NULL	Complete genome	dsDNA	vertebrates	NULL	NULL	created	created	NULL	2024.003D.Polyomaviridae_4ns.zip	Eptesicus serotinus polyomavirus 1	NULL
1029070	202420559	14620	1	Waikavirus celtis	E	hackberry virus A	HAV	NB	OP533794	NULL	Complete genome	ssRNA(+)	plants	NULL	NULL	created	created	NULL	2024.013P.Secoviridae_1ng_2nsg_34nsp.zip	hackberry virus A	NULL
1029071	202420596	13275	1	Alphaplatrhavirus solidus	E	Schistocephalus solidus rhabdovirus	SsolRV	SSRVAE	MN803433	NULL	Coding-complete genome	ssRNA(-)	invertebrates	NULL	NULL	created	created	NULL	2024.014M.Platrhavirus_2ng_30nsp.zip	Schistocephalus solidus rhabdovirus	NULL
1029072	202421329	994	1	Teseptimavirus JB01	E	Escherichia phage JB01	NULL	NULL	MW074885	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage JB01	NULL
1029073	202420310	6726	1	Dependoparvovirus anseriform5	E	Dependoparvovirus zftwig05par3	DPVzftwig05par3	NULL	MT138328	NULL	Coding-complete genome	ssDNA	vertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	Dependoparvovirus zftwig05par3	NULL
1029074	202421392	651	1	Berlinvirus PC127	E	Salmonella phage vB_SalM_PC127	NULL	NULL	ON754979	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Salmonella phage vB_SalM_PC127	NULL
1029075	202421037	610	1	Vectrevirus ULINTec4	E	Escherichia phage ULINTec4	NULL	NULL	MZ997839	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage ULINTec4	NULL
1029076	202421286	843	1	Przondovirus K2044HW	E	Klebsiella phage vB_KpnP_K2044-HW	NULL	NULL	OP620754	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_KpnP_K2044-HW	NULL
1029077	202420645	12994	1	Alphacytorhabdovirus conopholis	E	Conopholis alphacytorhabdovirus 1	ConACRV1	NULL	BK064270	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Conopholis alphacytorhabdovirus 1	NULL
1029078	202421137	195	1	Smasvirus c9N	E	Stenotrophomonas phage c9-N	NULL	NULL	OR209256	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Stenotrophomonas phage c9-N	NULL
1029079	202421143	172	1	Ponderosavirus pepon	E	Stenotrophomonas phage Pepon	NULL	NULL	MZ326858	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Stenotrophomonas phage Pepon	NULL
1029080	202421186	1038	1	Mengvirus NMeng1	E	Nostoc phage NMeng1	NULL	NULL	OQ540924	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Nostoc phage NMeng1	NULL
1029081	202420745	2739	1	Marchewkavirus kabachok	E	Brevundimonas phage vB_BpoS-Kabachok	NULL	NULL	ON529852	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.017B.Jeanschmidtviridae_1nf_3ng_4mg_6ns.zip	Brevundimonas phage vB_BpoS-Kabachok	NULL
1029082	202420994	317	1	Friunavirus Hep4	E	Acinetobacter phage vB_Ab4_Hep4	NULL	NULL	OP019135	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Acinetobacter phage vB_Ab4_Hep4	NULL
1029083	202420353	12441	1	Artemvirus bsasialis	E	brine shrimp arlivirus 6	BSAV6	AK/07	OL472411	NULL	Coding-complete genome	ssRNA(-)	invertebrates	NULL	NULL	created	created	NULL	2024.008M.Lispiviridae_5ngen_11nsp.zip	brine shrimp arlivirus 6	NULL
1029084	202420894	392	1	Drulisvirus BHU3	E	Klebsiella phage Kpn BHU3	NULL	NULL	OL976437	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage Kpn BHU3	NULL
1029085	202421435	705	1	Kayfunavirus 216Ecol046PP	E	Escherichia phage 216Ecol046PP	NULL	NULL	PP328844	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage 216Ecol046PP	NULL
1029086	202421040	609	1	Vectrevirus PUTI89UKE2	E	Escherichia phage vB_EcoP-UTI89UKE2	NULL	NULL	MZ234049	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage vB_EcoP-UTI89UKE2	NULL
1029087	202421372	937	1	Teetrevirus CT02	E	Shigella phage CT02	NULL	NULL	OP917825	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Shigella phage CT02	NULL
1029088	202420161	7280	1	Avoomyvirus ibuensis	E	Phoenicopteridae parvo-like hybrid virus fmg67par029	NULL	NULL	MW046476	NULL	Coding-complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	Phoenicopteridae parvo-like hybrid virus fmg67par029	NULL
1029089	202420493	2538	1	Gettysburgvirus gv056SW001B	E	Bacillus phage 056SW001B	NULL	NULL	MN176230	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.012B.Ehrlichviridae_1nf_6ng_1mg_9ns.zip	Bacillus phage 056SW001B	NULL
1029090	202420825	2885	1	Kuravirus YF01	E	Escherichia phage vB_EcoP_YF01	NULL	NULL	OQ025076	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.024B.Mktvariviridae_1nf_1msf_10ns.zip	Escherichia phage vB_EcoP_YF01	NULL
1029091	202420138	15604	1	Aviadenovirus roseae	E	psittacine adenovirus 12	PsAdV-12	LBF_55a	OR871655	NULL	Complete genome	dsDNA	vertebrates	NULL	NULL	created	created	NULL	2024.004D.Adenoviridae_16ns.zip	psittacine adenovirus 12	NULL
1029092	202419952	12763	1	Betathriprhavirus variabilis	E	soybean thrips rhabdo-like virus 1	STRLV1	STN1	MT224147	NULL	Coding-complete genome	ssRNA(-)	invertebrates (S)	NULL	NULL	created	created	NULL	2024.001M.Alpharhabdovirinae_1ng_11nsp.zip	soybean thrips rhabdo-like virus 1	NULL
1029093	202420539	3906	1	Hinxtonvirus IC1	E	Streptococcus phage IC1	NULL	NULL	HG799490	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.013B.Ferrettivirinae_1nsf_3ng_38ns.zip	Streptococcus phage IC1	NULL
1029094	202421203	240	1	Bifseptvirus SoKa	E	Pseudomonas phage SoKa	NULL	NULL	OM962999	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage SoKa	NULL
1029095	202419975	1833	1	Mooglevirus Henu11	E	Shigella phage Henu11	NULL	NULL	OM953433	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Shigella phage Henu11	NULL
1029096	202420516	3928	1	Spinunavirus IPP60	E	Streptococcus phage IPP60	NULL	NULL	KY065496	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.013B.Ferrettivirinae_1nsf_3ng_38ns.zip	Streptococcus phage IPP60	NULL
1029097	202420639	12985	1	Alphacytorhabdovirus betapogostemi	E	Pogostemom alphacytorhabdovirus 1	PogACRV1	Pog	BK064288	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Pogostemom alphacytorhabdovirus 1	NULL
1029098	202421180	1059	1	Actaeavirus CRP125	E	Roseobacter phage CRP-125	NULL	NULL	OR420743	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Roseobacter phage CRP-125	NULL
1029099	202419998	1826	1	Felixounavirus Z31	E	Shigella phage Z31	NULL	NULL	MN655999	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Shigella phage Z31	NULL
1029100	202420662	13022	1	Alphacytorhabdovirus phyllostachysis	E	Phyllostachys alphacytorhabdovirus 1	PhyACRV1	NULL	BK064286	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Phyllostachys alphacytorhabdovirus 1	NULL
1029101	202420831	15975	1	Cebaduodecimvirus phi12auna	E	Cellulophaga phage phi12a:1	phi12a-1	NULL	KC821623	NULL	Complete genome	ssDNA	bacteria	NULL	NULL	created	created	NULL	2024.025B.Obscuriviridae_1nf_2ng_3ns.zip	Cellulophaga phage phi12a:1	NULL
1029102	202421326	1000	1	Teseptimavirus pO111	E	Escherichia phage pO111	NULL	NULL	OR204652	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage pO111	NULL
1029103	202420144	7307	1	Nicoomyvirus moldensis	E	parvovirus NIH-CQV	NULL	NULL	KC617868	NULL	Complete genome	ssDNA	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.004F.Oomyviridae_newfam.zip	parvovirus NIH-CQV	NULL
1029104	202420685	13084	1	Betacytorhabdovirus cypripedii	E	Cypripedium betacytorhabdovirus 1	CypBCRV1	NULL	BK064313	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Cypripedium betacytorhabdovirus 1	NULL
1029105	202420808	4204	1	Medawarvirus IPP30	E	Streptococcus phage IPP30	NULL	NULL	KY065471	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.023B.Mcshanvirinae_1nsf_3ng_25ns.zip	Streptococcus phage IPP30	NULL
1029106	202421226	499	1	Novosibovirus RS8pmA	E	Proteus phage vB_PmiP_RS8pmA	NULL	NULL	MG575419	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Proteus phage vB_PmiP_RS8pmA	NULL
1029107	202421349	929	1	Sarmavirus sarma103	E	Rahnella phage Sarma103	NULL	NULL	OL856139	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Rahnella phage Sarma103	NULL
1029108	202421472	679	1	Ghunavirus AH05	E	Pseudomonas phage AH05	NULL	NULL	MZ501272	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage AH05	NULL
1029109	202420038	1742	1	Felixounavirus bumzen	E	Escherichia phage bumzen	NULL	NULL	MN850635	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.002B.Andersonviridae_1nf_2ng_98ns.zip	Escherichia phage bumzen	NULL
1029110	202420121	13613	1	Orthotospovirus eustomae	E	lisianthus necrotic ringspot virus	LNRV	LRNV_2015_001	MF469045; MF469046; MF469047	NULL	Complete genome	ssRNA(+/-)	invertebrates, plants	NULL	NULL	created	created	NULL	2024.003P.Tospoviridae_2nsp.zip	lisianthus necrotic ringspot virus	NULL
1029111	202420370	2071	1	Firehammervirus F379	E	Campylobacter phage F379	NULL	NULL	MT932329	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.009B.Connertonviridae_1nf_2mg_12ns.zip	Campylobacter phage F379	NULL
1029112	202421117	506	1	Bonnellvirus mellemsur	E	Escherichia phage mellemsur	NULL	NULL	MN850570	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Escherichia phage mellemsur	NULL
1029113	202421366	946	1	Teetrevirus glastosback	E	Klebsiella phage GlastosBack	NULL	NULL	OR896841	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage GlastosBack	NULL
1029114	202420430	6272	1	Zayintorquevirus felid7	E	torque teno felis virus CCB53_anello1	NULL	NULL	MT537993	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	torque teno felis virus CCB53_anello1	NULL
1029115	202420725	13164	1	Gammacytorhabdovirus lonatis	E	Lonas gammacytorhabdovirus 1	LonGCRV1	NULL	BK064357	NULL	Coding-complete genome	ssRNA(-)	plants	NULL	NULL	created	created	NULL	2024.015P.Rhabdoviridae_Cytorhabdovirus_splitgen.zip	Lonas gammacytorhabdovirus 1	NULL
1029116	202421057	594	1	Ulipvirus K1ULIP33	E	Klebsiella phage K1-ULIP33	NULL	NULL	MK380014	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage K1-ULIP33	NULL
1029117	202420284	6560	1	Aquambidensovirus asteroid14	E	uncultured densovirus clone PoaDV2	UncPoaDV2	NULL	MT733038	NULL	Coding-complete genome	ssDNA(+/-)	invertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	uncultured densovirus clone PoaDV2	NULL
1029118	202420622	13292	1	Gammaplatrhavirus beihai	E	Beihai barnacle virus 7	BhBV7	BHTH16013	KX884411	NULL	Coding-complete genome	ssRNA(-)	invertebrates	NULL	NULL	created	created	NULL	2024.014M.Platrhavirus_2ng_30nsp.zip	Beihai barnacle virus 7	NULL
1029119	202420871	15436	1	Rumoivirus VruC	E	Vibrio phage vB_VruC_PG21	VruC	NULL	OM867525	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.038B.Vinavirales_3nf_1mf_7ng_5ns_3ms.zip	Vibrio phage vB_VruC_PG21	NULL
1029120	202420184	12405	1	Orthobornavirus iridiscincum	E	Carlia munda bornavirus	CrMBV	Cmun-M_545183	PP711183	NULL	Complete genome	ssRNA(-)	vertebrates	NULL	NULL	created	created	NULL	2024.004M.Bornaviridae_3nsp.zip	Carlia munda bornavirus	NULL
1029121	202420971	325	1	Friunavirus pB3074	E	Acinetobacter phage pB3074	NULL	NULL	OQ730192	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Acinetobacter phage pB3074	NULL
1029122	202421309	882	1	Przondovirus NLZS1	E	Klebsiella phage NL_ZS_1	NULL	NULL	MT813140	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage NL_ZS_1	NULL
1029123	202420576	14647	1	Waikavirus violae	E	Viola inconspicua waikavirus	CiWV	Vio inc	BK063002	NULL	Coding-complete genome	ssRNA(+)	plants	NULL	NULL	created	created	NULL	2024.013P.Secoviridae_1ng_2nsg_34nsp.zip	Viola inconspicua waikavirus	NULL
1029124	202421163	511	1	Axyvirus 1932Axy09	E	Achromobacter phage vB_AxyP_19-32_Axy09	NULL	NULL	MK962628	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Achromobacter phage vB_AxyP_19-32_Axy09	NULL
1029125	202421412	750	1	Kayfunavirus SFP21A	E	Shigella phage SFP21A	NULL	NULL	OQ031074	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Shigella phage SFP21A	NULL
1029126	202419935	2823	1	Ludisvirus pging00A	E	Porphyromonas phage phage005b_ATCC49417	NULL	NULL	PP754928	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.001B.Alisviridae_Ludisviridae_Nixviridae_3nf_7ng_24ns.zip	Porphyromonas phage phage005b_ATCC49417	NULL
1029127	202420476	7766	1	Begomovirus myanmarense	E	tobacco curly shoot Myanmar virus	TbCSV-Myanmar	MM16P1	DNA-A: MK920410	NULL	Complete genome	ssDNA	plants	NULL	NULL	created	created	NULL	2024.010P.Geminiviridae_Begomovirus_19nsp.zip	tobacco curly shoot Myanmar virus	NULL
1029128	202421017	364	1	Phikmvvirus HX1	E	Pseudomonas phage HX1	NULL	NULL	MW406976	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Pseudomonas phage HX1	NULL
1029129	202421263	924	1	Przondovirus ZK2	E	Klebsiella phage vB_KpnP_ZK2	NULL	NULL	OL409034	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage vB_KpnP_ZK2	NULL
1029130	202421289	901	1	Przondovirus pv066056	E	Klebsiella phage 066056	NULL	NULL	MW042808	NULL	Complete genome	dsDNA	bacteria	NULL	NULL	created	created	NULL	2024.045B.Autographivirales.zip	Klebsiella phage 066056	NULL
1029131	202420270	6599	1	Protoambidensovirus incertum4	E	ParvoviridaeDogfe420C1	CDV420C1	NULL	OQ198121	NULL	Coding-complete genome	ssDNA(+/-)	invertebrates, vertebrates	NULL	NULL	created	created	NULL	2024.008D.Parvoviridae_55nsp.zip	ParvoviridaeDogfe420C1	NULL
1029132	202420436	6275	1	Zayintorquevirus felid10	E	torque teno felis virus CLB16_LB44	NULL	NULL	MT538020	NULL	Complete genome	ssDNA(+/-)	vertebrates	NULL	NULL	created	created	NULL	2024.009D.Anelloviridae_4ngen_70nsp.zip	torque teno felis virus CLB16_LB44	NULL
