subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	docpath	path	file	basename
Animal +ssRNA (S) proposals	2023.002S	2023.002S.N.v1.Arteriviridae_7sprenamed.docx	2023.002S.N.v1.Arteriviridae_7sprenamed.xlsx	9	Rename	species	Iotaarterivirus kibreg 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Iotaarterivirus kibreg 1' to 'Iotaarterivirus kibreg' in 'Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Arnidovirineae;Arteriviridae;Simarterivirinae;Iotaarterivirus;Kigiartevirus;Iotaarterivirus kibreg'	NA	NA	NA	NA	NA
Animal +ssRNA (S) proposals	2023.002S	2023.002S.N.v1.Arteriviridae_7sprenamed.docx	2023.002S.N.v1.Arteriviridae_7sprenamed.xlsx	10	Rename	species	Thetaarterivirus mikelba 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Thetaarterivirus mikelba 1' to 'Thetaarterivirus mikelba' in 'Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Arnidovirineae;Arteriviridae;Simarterivirinae;Thetaarterivirus;Mitartevirus;Thetaarterivirus mikelba'	NA	NA	NA	NA	NA
Animal +ssRNA (S) proposals	2023.002S	2023.002S.N.v1.Arteriviridae_7sprenamed.docx	2023.002S.N.v1.Arteriviridae_7sprenamed.xlsx	11	Rename	species	Zetaarterivirus ugarco 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Zetaarterivirus ugarco 1' to 'Zetaarterivirus ugarco' in 'Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Arnidovirineae;Arteriviridae;Simarterivirinae;Zetaarterivirus;Zetaarterivirus ugarco'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	5	Create new	genus	Chewyvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Chewyvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	6	Create new	species	Chewyvirus chewyVIII	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Chewyvirus;Chewyvirus chewyVIII'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	7	Create new	genus	Chymeravirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Chymeravirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	8	Create new	species	Chymeravirus chymera	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Chymeravirus;Chymeravirus chymera'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	9	Create new	genus	Emirosevirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Emirosevirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	10	Create new	species	Emirosevirus emirose	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Emirosevirus;Emirosevirus emirose'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	11	Create new	genus	Finkelvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Finkelvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	12	Create new	species	Finkelvirus finkel	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Finkelvirus;Finkelvirus finkel'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	13	Create new	genus	Footloosevirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Footloosevirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	14	Create new	species	Footloosevirus footloose	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Footloosevirus;Footloosevirus footloose'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	15	Create new	genus	Gilgameshvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Gilgameshvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	16	Create new	species	Gilgameshvirus gilgamesh	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Gilgameshvirus;Gilgameshvirus gilgamesh'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	17	Create new	genus	Ibantikvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ibantikvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	18	Create new	species	Ibantikvirus ibantik	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ibantikvirus;Ibantikvirus ibantik'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	19	Create new	genus	Identitycrisisvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Identitycrisisvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	20	Create new	species	Identitycrisisvirus identitycrisis	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Identitycrisisvirus;Identitycrisisvirus identitycrisis'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	21	Create new	genus	Krompvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Krompvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	22	Create new	species	Krompvirus kromp	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Krompvirus;Krompvirus kromp'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	23	Create new	genus	Lilspottyvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Lilspottyvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	24	Create new	species	Lilspottyvirus lilspotty	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Lilspottyvirus;Lilspottyvirus lilspotty'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	25	Create new	genus	Malagasyrosevirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Malagasyrosevirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	26	Create new	species	Malagasyrosevirus malagasyrose	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Malagasyrosevirus;Malagasyrosevirus malagasyrose'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	27	Create new	genus	Oscarsovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Oscarsovirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	28	Create new	species	Oscarsovirus oscarso	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Oscarsovirus;Oscarsovirus oscarso'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	29	Create new	genus	Aspduovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Aspduovirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	30	Create new	species	Aspduovirus Asp2	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Aspduovirus;Aspduovirus Asp2'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	31	Create new	genus	Amherstvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Amherstvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	32	Create new	species	Amherstvirus pineapplepizza	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Amherstvirus;Amherstvirus pineapplepizza'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	33	Create new	genus	Pumpernickelvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pumpernickelvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	34	Create new	species	Pumpernickelvirus pumpernickel	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pumpernickelvirus;Pumpernickelvirus pumpernickel'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	35	Create new	genus	Fuzanglongvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Fuzanglongvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	36	Create new	species	Fuzanglongvirus ZL12	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Fuzanglongvirus;Fuzanglongvirus ZL12'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	37	Create new	genus	Bismarckvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Bismarckvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	38	Create new	species	Bismarckvirus shambre1	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Bismarckvirus;Bismarckvirus shambre1'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	39	Create new	genus	Shockervirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Shockervirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	40	Create new	species	Shockervirus shocker	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Shockervirus;Shockervirus shocker'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	41	Create new	genus	Spartoivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Spartoivirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	42	Create new	species	Spartoivirus spartoi	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Spartoivirus;Spartoivirus spartoi'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	43	Create new	genus	Successvirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Successvirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	44	Create new	species	Successvirus success	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Successvirus;Successvirus success'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	45	Create new	genus	Dolmabahcevirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Dolmabahcevirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	46	Create new	species	Dolmabahcevirus turkishdelight	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Dolmabahcevirus;Dolmabahcevirus turkishdelight'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	47	Create new	genus	Valentinivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Valentinivirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	48	Create new	species	Valentinivirus valentinipuff	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Valentinivirus;Valentinivirus valentinipuff'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	49	Create new	genus	Vanleevirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vanleevirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	50	Create new	species	Vanleevirus vanlee	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vanleevirus;Vanleevirus vanlee'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	51	Create new	genus	Mboquatrovirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Mboquatrovirus'	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2023.003B	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.docx	2023.003B.N.v1.Actinobacteriophage_singletons_25ng.xlsx	52	Create new	species	Mboquatrovirus Mbo4	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Mboquatrovirus;Mboquatrovirus Mbo4'	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.003D	2023.003D.N.v1.Circoviridae_2nsp.docx	2023.003D.N.v1.Circoviridae_2nsp.xlsx	5	Create new	species	Circovirus torpegem	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;Circovirus torpegem'	NA	NA	NA	NA	NA
Animal DNA viruses and Retroviruses (D) proposals	2023.003D	2023.003D.N.v1.Circoviridae_2nsp.docx	2023.003D.N.v1.Circoviridae_2nsp.xlsx	6	Create new	species	Circovirus gyurgyalag	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Circovirus;Circovirus gyurgyalag'	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.003F	2023.003F.v1.Narnaviridae_spren.docx	2023.003F.v1.Narnaviridae_spren.xlsx	5	Rename	species	Saccharomyces 20S RNA narnavirus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	proposal 'current taxonomy'=Riboviria;Orthornavirae;Lenarviricota;Amabiliviricites;Wolframvirales;Narnaviridae;Narnavirus;Saccharomyces 20S RNA narnavirus; MSL lineage=Riboviria;Orthornavirae;Lenarviricota;Amabiliviricetes;Wolframvirales;Narnaviridae;Narnavirus;Saccharomyces 20S RNA narnavirus	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.003F	2023.003F.v1.Narnaviridae_spren.docx	2023.003F.v1.Narnaviridae_spren.xlsx	5	Rename	species	Saccharomyces 20S RNA narnavirus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Saccharomyces 20S RNA narnavirus' to 'Narnavirus saccharominor' in 'Riboviria;Orthornavirae;Lenarviricota;Amabiliviricetes;Wolframvirales;Narnaviridae;Narnavirus;Narnavirus saccharominor'	NA	NA	NA	NA	NA
Fungal and protist virus (F) proposals	2023.003F	2023.003F.v1.Narnaviridae_spren.docx	2023.003F.v1.Narnaviridae_spren.xlsx	6	Rename	species	Saccharomyces 23S RNA narnavirus	WARNING	SRC.LINEAGE_WRONG	'current taxonomy' in proposal doesn't match current MSL. Typo?	proposal 'current taxonomy'=Riboviria;Orthornavirae;Lenarviricota;Amabiliviricites;Wolframvirales;Narnaviridae;Narnavirus;Saccharomyces 23S RNA narnavirus; MSL lineage=Riboviria;Orthornavirae;Lenarviricota;Amabiliviricetes;Wolframvirales;Narnaviridae;Narnavirus;Saccharomyces 23S RNA narnavirus	NA	NA	NA	NA	NA
